release_id,cargo_id,customs_release_required,customs_release_datetime,anuence_required,anuence_agency,anuence_release_datetime,release_status,release_delay_reason,release_responsibility_group
REL00749,CGO00749,Sim,2026-03-15 13:21,Sim,Inmetro,2026-03-18 11:17,Liberada,Aguardando anuência,Órgão anuente
REL00750,CGO00750,Não,2026-03-14 16:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00751,CGO00751,Não,2026-03-14 17:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00752,CGO00752,Sim,2026-03-15 20:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00753,CGO00753,Sim,2026-03-15 08:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00754,CGO00754,Sim,2026-03-16 00:21,Não,Não aplicável,,Liberada,,Sem atraso
REL00755,CGO00755,Sim,2026-03-14 17:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00756,CGO00756,Não,2026-03-14 16:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00757,CGO00757,Sim,2026-03-15 15:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00758,CGO00758,Sim,2026-03-12 06:17,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00759,CGO00759,Sim,2026-03-10 23:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00760,CGO00760,Sim,2026-03-10 13:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00761,CGO00761,Não,2026-03-10 00:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00762,CGO00762,Não,2026-03-10 00:55,Sim,Anvisa,2026-03-10 23:22,Liberada,,Sem atraso
REL00763,CGO00763,Sim,2026-03-10 06:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00764,CGO00764,Sim,2026-03-11 08:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00765,CGO00765,Sim,2026-03-12 07:40,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00766,CGO00766,Não,2026-03-09 22:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00767,CGO00767,Sim,2026-03-10 03:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00768,CGO00768,Não,2026-03-12 22:19,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00769,CGO00769,Sim,2026-03-11 03:00,Sim,Ibama,2026-03-12 18:08,Liberada,Aguardando anuência,Órgão anuente
REL00770,CGO00770,Não,2026-01-29 06:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00771,CGO00771,Sim,2026-01-31 04:23,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00772,CGO00772,Não,2026-01-29 04:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00773,CGO00773,Sim,2026-01-29 21:22,Sim,Ministério da Agricultura,2026-01-31 07:25,Liberada,Aguardando anuência,Órgão anuente
REL00774,CGO00774,Sim,2026-01-29 18:46,Não,Não aplicável,,Liberada,,Sem atraso
REL00775,CGO00775,Sim,2026-01-30 10:14,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00776,CGO00776,Sim,2026-01-29 23:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00777,CGO00777,Sim,2026-01-29 22:43,Sim,Ibama,2026-01-31 03:57,Liberada,,Sem atraso
REL00778,CGO00778,Sim,2026-01-30 09:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00779,CGO00779,Sim,2026-01-31 16:17,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00780,CGO00780,Sim,2026-01-30 03:11,Sim,Ibama,2026-01-30 09:52,Liberada,Aguardando anuência,Órgão anuente
REL00781,CGO00781,Sim,2026-01-30 13:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00782,CGO00782,Sim,2026-01-25 13:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00783,CGO00783,Sim,2026-01-25 09:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00784,CGO00784,Sim,2026-01-26 22:41,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00785,CGO00785,Sim,2026-01-25 14:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00786,CGO00786,Sim,2026-01-25 10:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00787,CGO00787,Sim,2026-01-31 13:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00788,CGO00788,Sim,2026-01-31 06:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00789,CGO00789,Sim,2026-01-31 00:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00790,CGO00790,Sim,2026-02-01 04:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00791,CGO00791,Sim,2026-01-31 10:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00792,CGO00792,Sim,2026-02-01 03:33,Sim,Anvisa,2026-02-01 09:51,Liberada,Aguardando anuência,Órgão anuente
REL00793,CGO00793,Sim,2026-01-31 07:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00794,CGO00794,Não,2026-01-31 01:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00795,CGO00795,Sim,2026-02-01 08:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00796,CGO00796,Sim,2026-01-31 04:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00797,CGO00797,Sim,2026-02-02 20:46,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00798,CGO00798,Sim,2026-01-31 00:48,Não,Não aplicável,,Liberada,,Sem atraso
REL00799,CGO00799,Sim,2026-01-07 15:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00800,CGO00800,Sim,2026-01-08 05:04,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00801,CGO00801,Sim,2026-01-07 19:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00802,CGO00802,Sim,2026-01-07 06:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00803,CGO00803,Sim,2026-01-07 17:03,Sim,Ministério da Agricultura,2026-01-07 21:12,Liberada,Aguardando anuência,Órgão anuente
REL00804,CGO00804,Sim,2026-04-01 18:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00805,CGO00805,Não,2026-03-31 13:25,Sim,Ibama,2026-04-02 02:56,Liberada,Aguardando anuência,Órgão anuente
REL00806,CGO00806,Sim,2026-04-01 08:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00807,CGO00807,Sim,2026-04-01 03:24,Não,Não aplicável,,Liberada,,Sem atraso
REL00808,CGO00808,Sim,2026-04-03 23:56,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00809,CGO00809,Sim,2026-04-01 02:41,Não,Não aplicável,,Liberada,,Sem atraso
REL00810,CGO00810,Não,2026-03-31 13:26,Sim,Ministério da Agricultura,2026-03-31 15:36,Liberada,,Sem atraso
REL00811,CGO00811,Sim,2026-01-29 13:55,Sim,Inmetro,2026-01-29 21:57,Liberada,Aguardando anuência,Órgão anuente
REL00812,CGO00812,Sim,2026-01-29 00:28,Sim,Ibama,2026-01-31 12:08,Liberada,Aguardando anuência,Órgão anuente
REL00813,CGO00813,Sim,2026-01-30 01:16,Sim,Ministério da Agricultura,2026-01-31 01:41,Liberada,Aguardando anuência,Órgão anuente
REL00814,CGO00814,Sim,2026-01-29 22:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00815,CGO00815,Sim,2026-01-29 09:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00816,CGO00816,Sim,2026-01-29 19:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00817,CGO00817,Sim,2026-01-29 02:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00818,CGO00818,Sim,2026-01-28 16:24,Sim,Ministério da Agricultura,2026-01-29 12:46,Liberada,Aguardando anuência,Órgão anuente
REL00819,CGO00819,Sim,2026-01-28 20:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00820,CGO00820,Sim,2026-01-03 22:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00821,CGO00821,Sim,2026-01-04 06:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00822,CGO00822,Não,2026-01-03 09:48,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00823,CGO00823,Sim,2026-01-03 14:26,Sim,Exército,2026-01-06 09:31,Liberada,Aguardando anuência,Órgão anuente
REL00824,CGO00824,Sim,2026-01-03 10:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00825,CGO00825,Sim,2026-01-03 00:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00826,CGO00826,Sim,2026-01-03 17:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00827,CGO00827,Sim,2026-04-01 12:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00828,CGO00828,Sim,2026-04-01 10:47,Sim,Inmetro,2026-04-03 19:32,Liberada,Aguardando anuência,Órgão anuente
REL00829,CGO00829,Sim,2026-03-31 19:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00830,CGO00830,Sim,2026-03-31 17:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00831,CGO00831,Sim,2026-04-01 05:00,Não,Não aplicável,,Liberada,,Sem atraso
REL00832,CGO00832,Sim,2026-04-02 05:38,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00833,CGO00833,Sim,2026-04-03 11:41,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00834,CGO00834,Sim,2026-04-01 12:09,Sim,Anvisa,2026-04-04 08:01,Liberada,Aguardando anuência,Órgão anuente
REL00835,CGO00835,Sim,2026-04-01 00:24,Não,Não aplicável,,Liberada,,Sem atraso
REL00836,CGO00836,Sim,2026-04-01 08:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00837,CGO00837,Sim,2026-04-02 02:06,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00838,CGO00838,Sim,2026-03-31 22:18,Sim,Ministério da Agricultura,2026-04-02 07:36,Liberada,,Sem atraso
REL00839,CGO00839,Não,2026-01-09 21:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00840,CGO00840,Não,2026-01-09 21:37,Sim,Anvisa,2026-01-11 20:40,Liberada,Aguardando anuência,Órgão anuente
REL00841,CGO00841,Sim,2026-01-09 22:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00842,CGO00842,Sim,2026-01-10 12:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00843,CGO00843,Sim,2026-01-09 22:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00844,CGO00844,Sim,2026-01-11 05:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00845,CGO00845,Sim,2026-01-10 14:32,Sim,Ministério da Agricultura,2026-01-13 00:00,Liberada,Aguardando anuência,Órgão anuente
REL00846,CGO00846,Sim,2026-01-10 01:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00847,CGO00847,Não,2026-01-09 23:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00848,CGO00848,Sim,2026-01-11 01:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00849,CGO00849,Sim,2026-01-10 00:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00850,CGO00850,Sim,2026-01-11 06:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00851,CGO00851,Sim,2026-01-11 04:03,Não,Não aplicável,,Liberada,,Sem atraso
REL00852,CGO00852,Sim,2026-03-07 01:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00853,CGO00853,Sim,2026-03-07 10:17,Sim,Inmetro,2026-03-09 01:00,Liberada,Aguardando anuência,Órgão anuente
REL00854,CGO00854,Sim,2026-03-07 16:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00855,CGO00855,Sim,2026-03-07 02:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00856,CGO00856,Sim,2026-03-07 06:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00857,CGO00857,Sim,2026-03-08 04:30,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00858,CGO00858,Sim,2026-02-12 05:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00859,CGO00859,Sim,2026-02-13 07:38,Sim,Ministério da Agricultura,2026-02-14 19:56,Liberada,Aguardando anuência,Órgão anuente
REL00860,CGO00860,Sim,2026-02-12 21:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00861,CGO00861,Sim,2026-02-12 19:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00862,CGO00862,Sim,2026-02-12 11:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00863,CGO00863,Sim,2026-02-12 15:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00864,CGO00864,Sim,2026-01-31 08:30,Sim,Inmetro,2026-02-02 20:46,Liberada,Aguardando anuência,Órgão anuente
REL00865,CGO00865,Não,2026-01-30 11:33,Sim,Ministério da Agricultura,2026-02-01 05:52,Liberada,Aguardando anuência,Órgão anuente
REL00866,CGO00866,Não,2026-01-30 11:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00867,CGO00867,Sim,2026-01-30 12:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00868,CGO00868,Sim,2026-01-30 21:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00869,CGO00869,Não,2026-01-31 17:27,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00870,CGO00870,Sim,2026-01-31 13:15,Não,Não aplicável,,Liberada,,Sem atraso
REL00871,CGO00871,Sim,2026-02-01 02:37,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00872,CGO00872,Não,2026-01-30 10:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00873,CGO00873,Sim,2026-01-31 12:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00874,CGO00874,Sim,2026-01-31 05:12,Sim,Ibama,2026-02-01 18:58,Liberada,,Sem atraso
REL00875,CGO00875,Sim,2026-02-13 17:23,Não,Não aplicável,,Liberada,,Sem atraso
REL00876,CGO00876,Sim,2026-02-14 10:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00877,CGO00877,Não,2026-02-13 01:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00878,CGO00878,Sim,2026-02-13 06:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00879,CGO00879,Sim,2026-02-14 11:52,Sim,Ministério da Agricultura,2026-02-15 04:56,Liberada,,Sem atraso
REL00880,CGO00880,Sim,2026-02-13 14:35,Sim,Exército,2026-02-16 10:05,Liberada,Aguardando anuência,Órgão anuente
REL00881,CGO00881,Sim,2026-01-27 08:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00882,CGO00882,Sim,2026-01-27 03:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00883,CGO00883,Sim,2026-01-26 20:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00884,CGO00884,Sim,2026-01-28 02:03,Não,Não aplicável,,Liberada,,Sem atraso
REL00885,CGO00885,Sim,2026-01-27 07:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00886,CGO00886,Sim,2026-02-06 22:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00887,CGO00887,Sim,2026-02-09 08:07,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00888,CGO00888,Não,2026-02-05 13:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00889,CGO00889,Sim,2026-02-05 14:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00890,CGO00890,Sim,2026-02-05 20:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00891,CGO00891,Sim,2026-02-07 22:30,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00892,CGO00892,Sim,2026-02-05 22:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00893,CGO00893,Sim,2026-02-05 23:26,Sim,Ibama,2026-02-06 02:09,Liberada,,Sem atraso
REL00894,CGO00894,Sim,2026-02-05 20:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00895,CGO00895,Sim,2026-02-07 04:40,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00896,CGO00896,Sim,2026-02-08 00:26,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00897,CGO00897,Sim,2026-01-19 21:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00898,CGO00898,Sim,2026-01-19 02:37,Sim,Anvisa,2026-01-19 21:40,Liberada,Aguardando anuência,Órgão anuente
REL00899,CGO00899,Sim,2026-01-19 03:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00900,CGO00900,Sim,2026-01-19 03:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00901,CGO00901,Sim,2026-01-20 01:53,Sim,Exército,2026-01-22 03:50,Liberada,Aguardando anuência,Órgão anuente
REL00902,CGO00902,Sim,2026-01-19 14:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00903,CGO00903,Sim,2026-01-19 22:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00904,CGO00904,Sim,2026-01-19 20:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00905,CGO00905,Sim,2026-02-18 23:06,Sim,Ministério da Agricultura,2026-02-21 02:00,Liberada,Aguardando anuência,Órgão anuente
REL00906,CGO00906,Sim,2026-02-19 15:54,Sim,Ibama,2026-02-22 06:53,Liberada,Aguardando anuência,Órgão anuente
REL00907,CGO00907,Sim,2026-02-19 12:20,Sim,Ministério da Agricultura,2026-02-21 03:22,Liberada,Aguardando anuência,Órgão anuente
REL00908,CGO00908,Sim,2026-02-20 00:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00909,CGO00909,Sim,2026-02-19 10:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00910,CGO00910,Sim,2026-02-19 04:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00911,CGO00911,Sim,2026-02-20 10:12,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00912,CGO00912,Sim,2026-02-19 23:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00913,CGO00913,Sim,2026-02-20 01:53,Sim,Exército,2026-02-21 16:36,Liberada,Aguardando anuência,Órgão anuente
REL00914,CGO00914,Sim,2026-01-26 21:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00915,CGO00915,Sim,2026-01-26 04:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00916,CGO00916,Não,2026-01-25 23:30,Sim,Inmetro,2026-01-28 08:02,Liberada,Aguardando anuência,Órgão anuente
REL00917,CGO00917,Sim,2026-01-26 06:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00918,CGO00918,Não,2026-01-27 08:37,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00919,CGO00919,Sim,2026-01-27 06:55,Sim,Inmetro,2026-01-28 00:04,Liberada,Aguardando anuência,Órgão anuente
REL00920,CGO00920,Sim,2026-01-26 22:23,Sim,Inmetro,2026-01-29 16:49,Liberada,Aguardando anuência,Órgão anuente
REL00921,CGO00921,Sim,2026-01-27 00:37,Sim,Ministério da Agricultura,2026-01-27 12:45,Liberada,,Sem atraso
REL00922,CGO00922,Sim,2026-01-25 12:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00923,CGO00923,Sim,2026-01-25 22:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00924,CGO00924,Sim,2026-01-25 15:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00925,CGO00925,Sim,2026-01-26 18:22,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00926,CGO00926,Sim,2026-01-25 21:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00927,CGO00927,Sim,2026-01-25 15:43,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00928,CGO00928,Não,2026-01-24 23:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00929,CGO00929,Sim,2026-01-26 07:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00930,CGO00930,Sim,2026-01-26 08:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00931,CGO00931,Não,2026-01-27 21:22,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00932,CGO00932,Sim,2026-01-27 04:48,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00933,CGO00933,Sim,2026-03-30 04:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00934,CGO00934,Sim,2026-03-29 00:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00935,CGO00935,Sim,2026-03-30 05:48,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00936,CGO00936,Sim,2026-03-30 09:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00937,CGO00937,Sim,2026-03-30 12:19,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00938,CGO00938,Sim,2026-03-29 11:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00939,CGO00939,Sim,2026-03-30 03:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00940,CGO00940,Sim,2026-03-30 04:51,Sim,Inmetro,2026-04-02 04:47,Liberada,Aguardando anuência,Órgão anuente
REL00941,CGO00941,Sim,2026-03-10 13:24,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00942,CGO00942,Sim,2026-03-08 11:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00943,CGO00943,Não,2026-03-07 04:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00944,CGO00944,Sim,2026-03-08 00:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00945,CGO00945,Sim,2026-03-08 13:19,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00946,CGO00946,Não,2026-03-07 06:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00947,CGO00947,Não,2026-03-07 05:20,Sim,Exército,2026-03-09 08:02,Liberada,Aguardando anuência,Órgão anuente
REL00948,CGO00948,Sim,2026-03-07 23:57,Sim,Anvisa,2026-03-10 06:23,Liberada,Aguardando anuência,Órgão anuente
REL00949,CGO00949,Sim,2026-03-07 10:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00950,CGO00950,Sim,2026-03-07 11:49,Sim,Ministério da Agricultura,2026-03-09 09:20,Liberada,Aguardando anuência,Órgão anuente
REL00951,CGO00951,Sim,2026-03-08 03:15,Não,Não aplicável,,Liberada,,Sem atraso
REL00952,CGO00952,Sim,2026-03-08 02:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00953,CGO00953,Sim,2026-03-11 03:01,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00954,CGO00954,Sim,2026-03-14 00:21,Não,Não aplicável,,Liberada,,Sem atraso
REL00955,CGO00955,Sim,2026-03-15 07:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00956,CGO00956,Sim,2026-03-14 05:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00957,CGO00957,Sim,2026-03-14 21:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00958,CGO00958,Sim,2026-03-14 11:38,Sim,Ibama,2026-03-15 08:48,Liberada,Aguardando anuência,Órgão anuente
REL00959,CGO00959,Sim,2026-03-14 15:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00960,CGO00960,Sim,2026-03-14 07:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00961,CGO00961,Sim,2026-03-14 03:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00962,CGO00962,Sim,2026-03-14 08:15,Não,Não aplicável,,Liberada,,Sem atraso
REL00963,CGO00963,Sim,2026-03-14 10:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00964,CGO00964,Sim,2026-02-02 14:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00965,CGO00965,Sim,2026-02-02 13:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00966,CGO00966,Sim,2026-02-04 23:07,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00967,CGO00967,Sim,2026-02-02 21:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00968,CGO00968,Sim,2026-02-02 03:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00969,CGO00969,Não,2026-02-01 19:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00970,CGO00970,Sim,2026-01-07 14:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00971,CGO00971,Sim,2026-01-07 21:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00972,CGO00972,Sim,2026-01-07 07:47,Sim,Ibama,2026-01-09 14:55,Liberada,Aguardando anuência,Órgão anuente
REL00973,CGO00973,Sim,2026-01-08 07:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00974,CGO00974,Não,2026-01-07 03:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00975,CGO00975,Sim,2026-01-07 13:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00976,CGO00976,Sim,2026-03-14 08:21,Sim,Exército,2026-03-15 10:09,Liberada,Aguardando anuência,Órgão anuente
REL00977,CGO00977,Não,2026-03-13 06:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00978,CGO00978,Sim,2026-03-14 04:15,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00979,CGO00979,Sim,2026-03-14 10:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00980,CGO00980,Sim,2026-03-13 05:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00981,CGO00981,Não,2026-03-13 04:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00982,CGO00982,Sim,2026-03-15 19:34,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00983,CGO00983,Sim,2026-03-14 00:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00984,CGO00984,Sim,2026-03-06 18:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00985,CGO00985,Sim,2026-03-06 23:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00986,CGO00986,Sim,2026-03-07 01:02,Sim,Ministério da Agricultura,2026-03-09 07:29,Liberada,Aguardando anuência,Órgão anuente
REL00987,CGO00987,Sim,2026-03-06 02:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00988,CGO00988,Sim,2026-03-07 06:28,Não,Não aplicável,,Liberada,,Sem atraso
REL00989,CGO00989,Não,2026-03-05 20:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00990,CGO00990,Sim,2026-03-06 22:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00991,CGO00991,Sim,2026-03-07 02:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00992,CGO00992,Sim,2026-01-19 21:51,Não,Não aplicável,,Liberada,,Sem atraso
REL00993,CGO00993,Sim,2026-01-20 06:34,Não,Não aplicável,,Liberada,,Sem atraso
REL00994,CGO00994,Sim,2026-01-20 07:48,Não,Não aplicável,,Liberada,,Sem atraso
REL00995,CGO00995,Sim,2026-01-19 20:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00996,CGO00996,Não,2026-01-19 19:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00997,CGO00997,Sim,2026-02-05 18:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00998,CGO00998,Sim,2026-02-05 12:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00999,CGO00999,Sim,2026-02-06 11:00,Sim,Ministério da Agricultura,2026-02-09 03:00,Liberada,Aguardando anuência,Órgão anuente
REL01000,CGO01000,Não,2026-02-05 05:29,Sim,Inmetro,2026-02-06 10:39,Liberada,,Sem atraso
REL01001,CGO01001,Sim,2026-02-06 13:41,Não,Não aplicável,,Liberada,,Sem atraso
REL01002,CGO01002,Sim,2026-01-06 16:13,Não,Não aplicável,,Liberada,,Sem atraso
REL01003,CGO01003,Sim,2026-01-06 07:57,Não,Não aplicável,,Liberada,,Sem atraso
