cargo_id,flight_id,awb_number,cargo_type,declared_pieces,received_pieces,declared_weight_kg,received_weight_kg,special_handling_flag,dangerous_goods_flag
CGO00980,FLT0106,817-79012477,Geral,27,27,86.08,86.08,Não,Não
CGO00981,FLT0106,529-15720821,Perecível,67,67,261.62,261.62,Sim,Não
CGO00982,FLT0106,521-15697626,Geral,14,14,631.33,631.33,Não,Não
CGO00983,FLT0106,308-36775702,Avariada,23,23,303.23,303.23,Sim,Não
CGO00984,FLT0107,688-36892617,Refrigerada,21,21,2060.01,2060.01,Sim,Não
CGO00985,FLT0107,851-28551845,DGR,61,61,67.07,67.07,Sim,Sim
CGO00986,FLT0107,600-41668937,Perecível,71,71,188.5,188.5,Sim,Não
CGO00987,FLT0107,044-44295540,Refrigerada,65,65,113.99,113.99,Sim,Não
CGO00988,FLT0107,664-18740077,Geral,76,76,1108.76,1108.76,Não,Não
CGO00989,FLT0107,781-53260996,Geral,27,27,1847.68,1847.68,Não,Não
CGO00990,FLT0107,170-67819252,Avariada,18,18,85.24,85.24,Sim,Não
CGO00991,FLT0107,682-98484896,Geral,34,34,255.79,255.79,Não,Não
CGO00992,FLT0108,835-19477031,Pendente,52,52,2237.53,2237.53,Sim,Não
CGO00993,FLT0108,451-78027985,Geral,2,2,1356.97,1356.97,Não,Não
CGO00994,FLT0108,524-77066497,DGR,76,76,690.63,690.63,Sim,Sim
CGO00995,FLT0108,434-25098554,Geral,6,6,1246,1246,Não,Não
CGO00996,FLT0108,110-71772299,Refrigerada,51,51,470.68,470.68,Sim,Não
CGO00997,FLT0109,157-85273750,Geral,50,50,373,373,Não,Não
CGO00998,FLT0109,984-39796682,Geral,52,52,1341.1,1341.1,Não,Não
CGO00999,FLT0109,456-90791349,Refrigerada,55,55,74.7,74.7,Sim,Não
CGO01000,FLT0109,774-90489037,Refrigerada,21,21,2496.48,2496.48,Sim,Não
CGO01001,FLT0109,329-84664486,Perecível,52,52,844.48,844.48,Sim,Não
CGO01002,FLT0110,482-74993537,Pendente,9,9,1935.55,1935.55,Sim,Não
CGO01003,FLT0110,869-24037331,Valiosa,42,42,1563.92,1563.92,Sim,Não
CGO01004,FLT0110,596-63127076,DGR,71,71,1112.06,1112.06,Sim,Sim
CGO01005,FLT0110,629-28088212,DGR,24,24,165.3,165.3,Sim,Sim
CGO01006,FLT0110,233-89994643,Perecível,72,72,2022.61,2022.61,Sim,Não
CGO01007,FLT0110,306-81182754,Pendente,33,33,463.74,463.74,Sim,Não
CGO01008,FLT0111,502-69471346,Geral,4,4,1436.6,1436.6,Não,Não
CGO01009,FLT0111,265-64282556,Avariada,17,17,2138.63,2138.63,Sim,Não
CGO01010,FLT0111,302-34299307,Pendente,58,58,1081.89,1081.89,Sim,Não
CGO01011,FLT0111,258-81592930,Valiosa,50,50,2483.57,2483.57,Sim,Não
CGO01012,FLT0111,457-28107315,Pendente,53,53,1985.47,1985.47,Sim,Não
CGO01013,FLT0111,778-74252953,Geral,56,56,877.38,877.38,Não,Não
CGO01014,FLT0111,318-27168689,Geral,72,72,1742.9,1742.9,Não,Não
CGO01015,FLT0111,968-35977719,Geral,58,58,727.96,727.96,Não,Não
CGO01016,FLT0111,212-42600976,Refrigerada,22,22,1233.43,1233.43,Sim,Não
CGO01017,FLT0111,396-91722595,Pendente,30,30,826,826,Sim,Não
CGO01018,FLT0112,294-79013223,Pendente,55,55,876.44,876.44,Sim,Não
CGO01019,FLT0112,744-99861199,Geral,77,77,325.87,325.87,Não,Não
CGO01020,FLT0112,601-80825861,Perecível,20,20,2214.3,2214.3,Sim,Não
CGO01021,FLT0112,260-60578899,Geral,12,12,2157.38,2157.38,Não,Não
CGO01022,FLT0112,607-70334957,Geral,31,31,610.9,610.9,Não,Não
CGO01023,FLT0112,581-38197836,Pendente,67,67,2170,2170,Sim,Não
CGO01024,FLT0112,180-10283548,Geral,67,67,977.13,977.13,Não,Não
CGO01025,FLT0112,125-11503786,Perecível,38,38,489.59,489.59,Sim,Não
CGO01026,FLT0112,774-16357179,Valiosa,36,36,1064.43,1064.43,Sim,Não
CGO01027,FLT0112,204-12268507,Perecível,52,52,2291.68,2291.68,Sim,Não
CGO01028,FLT0112,095-19908724,Geral,51,51,2292.03,2292.03,Não,Não
CGO01029,FLT0112,629-89387274,Geral,80,80,1184.2,1184.2,Não,Não
CGO01030,FLT0112,387-81711972,DGR,73,73,1562.14,1569.13,Sim,Sim
CGO01031,FLT0113,442-58117953,Perecível,67,67,1451.73,1451.73,Sim,Não
CGO01032,FLT0113,957-28683135,Pendente,60,60,915.79,915.79,Sim,Não
CGO01033,FLT0113,617-34813934,Valiosa,13,13,1363.69,1363.69,Sim,Não
CGO01034,FLT0113,831-45478283,DGR,47,47,680.67,680.67,Sim,Sim
CGO01035,FLT0113,509-10008169,DGR,3,6,2346.48,2346.48,Sim,Sim
CGO01036,FLT0113,287-10678721,Geral,63,63,1310.02,1310.02,Não,Não
CGO01037,FLT0113,947-60082221,Geral,9,9,166.12,166.12,Não,Não
CGO01038,FLT0114,233-69134843,Geral,73,73,357.69,357.69,Não,Não
CGO01039,FLT0114,879-65314483,Geral,77,77,657.59,657.59,Não,Não
CGO01040,FLT0114,319-82265483,Geral,10,10,108.09,108.09,Não,Não
CGO01041,FLT0114,304-38633439,Pendente,47,47,1105.87,1105.87,Sim,Não
CGO01042,FLT0114,040-67615231,Geral,76,76,1378.93,1378.93,Não,Não
CGO01043,FLT0114,944-94640648,Pendente,39,39,1026.61,1026.61,Sim,Não
CGO01044,FLT0114,211-85775443,Geral,2,2,1493.29,1493.29,Não,Não
CGO01045,FLT0114,911-41349369,Geral,11,11,2492.02,2492.02,Não,Não
CGO01046,FLT0114,456-62219432,Geral,23,23,437.11,437.11,Não,Não
CGO01047,FLT0114,813-85952511,Geral,8,8,46.23,46.23,Não,Não
CGO01048,FLT0115,691-59144824,Refrigerada,30,30,1672.74,1672.74,Sim,Não
CGO01049,FLT0115,122-10403216,Geral,17,17,2345.47,2345.47,Não,Não
CGO01050,FLT0115,932-22588985,Pendente,44,44,2203.64,2203.64,Sim,Não
CGO01051,FLT0115,047-58499037,Geral,5,5,167.13,167.13,Não,Não
CGO01052,FLT0115,491-77236886,Geral,17,17,1797.31,1797.31,Não,Não
CGO01053,FLT0115,470-60596989,Valiosa,21,21,848.75,848.75,Sim,Não
CGO01054,FLT0115,597-18207186,Refrigerada,74,74,1762.09,1762.09,Sim,Não
CGO01055,FLT0115,936-65566748,Perecível,32,32,54.58,54.58,Sim,Não
CGO01056,FLT0115,999-71275566,Geral,73,73,1400.08,1400.08,Não,Não
CGO01057,FLT0115,320-32479737,Geral,30,30,2384.06,2384.06,Não,Não
CGO01058,FLT0115,262-72001039,Pendente,4,4,1743.36,1629.23,Sim,Não
CGO01059,FLT0115,516-68590128,Geral,48,48,844.14,844.14,Não,Não
CGO01060,FLT0115,530-15966926,DGR,44,44,2294.58,2294.58,Sim,Sim
CGO01061,FLT0115,527-28535751,Geral,62,62,423.03,423.03,Não,Não
CGO01062,FLT0116,690-26982970,DGR,2,2,336.4,336.4,Sim,Sim
CGO01063,FLT0116,713-23856023,Geral,25,25,122.74,122.74,Não,Não
CGO01064,FLT0116,353-89842205,Geral,57,57,1153.16,1153.16,Não,Não
CGO01065,FLT0116,092-65795728,DGR,10,10,1184.8,1184.8,Sim,Sim
CGO01066,FLT0116,863-82640278,Avariada,9,9,1557.82,1557.82,Sim,Não
CGO01067,FLT0117,953-30531509,Geral,66,66,2014.37,2014.37,Não,Não
CGO01068,FLT0117,401-36353271,DGR,78,78,1930.12,1930.12,Sim,Sim
CGO01069,FLT0117,445-25766710,Geral,19,19,654.2,654.2,Não,Não
CGO01070,FLT0117,696-79080131,Avariada,6,6,1343.83,1343.83,Sim,Não
CGO01071,FLT0117,729-21359569,Refrigerada,74,74,1713.09,1713.09,Sim,Não
CGO01072,FLT0117,683-17731369,Geral,31,31,577.78,577.78,Não,Não
CGO01073,FLT0117,692-46045914,Perecível,59,59,1015.41,1015.41,Sim,Não
CGO01074,FLT0117,878-46353477,Geral,77,77,1946.76,1946.76,Não,Não
CGO01075,FLT0117,409-89986323,Geral,48,48,1447.78,1447.78,Não,Não
CGO01076,FLT0117,684-45537084,Refrigerada,75,75,504.63,504.63,Sim,Não
CGO01077,FLT0117,423-39529338,Refrigerada,59,59,580.49,580.49,Sim,Não
CGO01078,FLT0118,215-58687226,Avariada,36,36,1853.03,1853.03,Sim,Não
CGO01079,FLT0118,152-39872087,Pendente,60,60,1143.36,1143.36,Sim,Não
CGO01080,FLT0118,048-94463186,DGR,20,20,2037.91,2037.91,Sim,Sim
CGO01081,FLT0118,747-27183032,Geral,24,24,813.08,813.08,Não,Não
CGO01082,FLT0118,941-39208016,Valiosa,68,68,2019.19,2019.19,Sim,Não
CGO01083,FLT0118,877-75047236,Valiosa,45,45,336.99,336.99,Sim,Não
CGO01084,FLT0118,835-69417375,Geral,79,79,491.46,491.46,Não,Não
CGO01085,FLT0119,359-14665196,Perecível,12,12,2270.35,2270.35,Sim,Não
CGO01086,FLT0119,850-36830566,Geral,13,13,55.12,55.12,Não,Não
CGO01087,FLT0119,265-64027629,Perecível,42,42,1117.69,1117.69,Sim,Não
CGO01088,FLT0119,300-44058594,Pendente,45,45,1409.33,1409.33,Sim,Não
CGO01089,FLT0119,387-34567276,Avariada,80,80,2482.4,2482.4,Sim,Não
CGO01090,FLT0119,118-81346472,Geral,51,51,1715.51,1715.51,Não,Não
CGO01091,FLT0119,669-85388033,Geral,2,3,2223.43,2223.43,Não,Não
CGO01092,FLT0119,960-94048378,Refrigerada,48,48,234.47,234.47,Sim,Não
CGO01093,FLT0119,591-60462544,Refrigerada,28,28,1485.52,1485.52,Sim,Não
CGO01094,FLT0119,154-51269401,Geral,26,26,1437.5,1437.5,Não,Não
CGO01095,FLT0119,221-19958063,Geral,63,63,2235.13,2235.13,Não,Não
CGO01096,FLT0119,544-81774964,Refrigerada,70,70,1062.48,1062.48,Sim,Não
CGO01097,FLT0119,317-35283412,Geral,66,66,1686.84,1686.84,Não,Não
CGO01098,FLT0120,459-89602636,Perecível,40,40,2214.34,2214.34,Sim,Não
CGO01099,FLT0120,579-67260591,Refrigerada,60,60,1114.62,1114.62,Sim,Não
CGO01100,FLT0120,691-37698521,Geral,31,31,2468.87,2468.87,Não,Não
CGO01101,FLT0120,289-65559093,Refrigerada,32,32,760.37,760.37,Sim,Não
CGO01102,FLT0120,406-86421624,Pendente,76,76,626.58,626.58,Sim,Não
CGO01103,FLT0120,018-80574974,Valiosa,72,72,444.92,444.92,Sim,Não
CGO01104,FLT0120,882-74255018,Valiosa,62,62,830.52,830.52,Sim,Não
CGO01105,FLT0120,880-26865926,Geral,2,2,126.42,126.42,Não,Não
CGO01106,FLT0120,755-57750842,Geral,15,15,526.02,526.02,Não,Não
CGO01107,FLT0120,860-73263970,Pendente,72,72,2351,2351,Sim,Não
CGO01108,FLT0120,713-53923567,Geral,29,29,229.91,229.91,Não,Não
CGO01109,FLT0120,956-28217622,Geral,32,32,503.36,503.36,Não,Não
CGO01110,FLT0120,426-77704078,DGR,51,51,1957.95,1957.95,Sim,Sim
CGO01111,FLT0120,157-97754046,Geral,63,63,1106.62,1106.62,Não,Não
